,total_claim_amount
713,407.99684
714,844.229478
715,345.6
716,340.306584
717,106.647493
718,626.116259
719,56.60333
720,784.65781
721,441.6
722,547.2
723,86.27772
724,398.502948
725,63.516572
726,120.015609
727,316.8
728,417.6
729,798.002689
730,82.041684
731,22.819088
732,302.4
733,422.4
734,316.8
735,639.971388
736,489.6
737,312.0
738,468.0
739,511.497882
740,494.4
741,239.540223
742,518.180364
743,715.252366
744,926.4
745,156.124914
746,402.070719
747,94.814032
748,456.0
749,523.2
750,571.2
751,513.6
752,504.0
753,73.883044
754,340.8
755,574.024018
756,632.715382
757,355.2
758,4.238626
759,42.248087
760,739.2
761,27.145151
762,270.002766
763,292.8
764,494.946438
765,142.567008
766,425.266308
767,312.0
768,326.4
769,251.334247
770,369.818708
771,161.419528
772,537.6
773,292.8
774,312.0
775,255.999709
776,484.8
777,61.769564
778,250.001424
779,141.799422
780,321.6
781,49.797016
782,372.175592
783,542.14385
784,504.0
785,768.0
786,72.632934
787,720.601429
788,576.0
789,481.025786
790,466.176731
791,159.266473
792,547.2
793,41.283167
794,503.808329
795,859.599411
796,305.653785
797,278.902846
798,139.963594
799,734.4
800,174.041566
801,532.8
802,321.6
803,37.299865
804,95.816516
805,513.6
806,446.4
807,72.205362
808,292.8
809,331.2
810,475.2
811,331.2
812,331.2
813,401.592109
814,253.183568
815,643.2
816,799.673766
817,727.2
818,91.834668
819,27.987867
820,842.391832
821,270.563995
822,292.8
823,158.077504
824,667.2
825,148.173152
826,404.265696
827,18.918935
828,513.818403
829,268.471802
830,131.828507
831,628.8
832,374.4
833,960.115399
834,392.235698
835,873.6
836,0.382107
837,51.961915
838,350.4
839,379.2
840,297.6
841,571.2
842,350.853987
843,217.973168
844,441.6
845,25.934064
846,475.2
847,297.6
848,84.218363
849,628.8
850,321.6
851,153.205591
852,629.532731
853,361.284757
854,460.8
855,86.461582
856,340.8
857,425.800112
858,312.0
859,159.756733
860,24.087774
861,302.4
862,219.288706
863,881.360959
864,26.951627
865,466.122541
866,475.2
867,607.095655
868,331.2
869,290.381707
870,558.099357
871,336.0
872,828.0
873,540.514115
874,100.049832
875,59.861963
876,344.118069
877,871.505797
878,53.084753
879,256.43803
880,135.892444
881,74.350893
882,621.464468
883,307.2
884,360.05589
885,65.954813
886,407.450118
887,547.2
888,547.2
889,806.4
890,24.063693
891,311.329282
892,42.689135
893,460.323855
894,249.085887
895,331.2
896,300.607591
897,262.504882
898,263.365432
899,307.2
900,302.4
901,256.268091
902,297.6
903,297.6
904,542.4
905,432.0
906,499.2
907,45.507952
908,470.4
909,691.2
910,408.0
911,82.409922
912,357.642982
913,643.2
914,420.35698
915,136.787725
916,331.2
917,158.077504
918,170.798204
919,266.165535
920,98.921782
921,281.295903
922,631.743039
923,468.0
924,29.209521
925,136.883999
926,312.0
927,518.4
928,31.755601
929,113.534474
930,830.4
931,480.159011
932,390.792553
933,72.071195
934,316.8
935,552.0
936,41.965252
937,319.820747
938,411.011162
939,600.0
940,648.0
941,4.110585
942,351.149904
943,284.000172
944,496.474767
945,925.137143
946,13.164097
947,312.0
948,463.335061
949,180.667969
950,484.8
951,508.8
952,350.4
953,302.764283
954,340.8
955,513.6
956,141.922839
957,349.783046
958,494.4
959,345.6
960,54.065538
961,600.0
962,342.515136
963,441.6
964,275.989978
965,472.599683
966,547.2
967,7.345946
968,540.141566
969,383.363758
970,537.765151
971,321.873474
972,19.575683
973,571.2
974,108.138715
975,408.0
976,707.303416
977,807.947292
978,618.630955
979,404.272806
980,710.4
981,312.0
982,707.977614
983,336.0
984,367.92773
985,68.226001
986,287.149807
987,312.0
988,595.2
989,391.636628
990,547.2
991,640.8
992,232.674417
993,331.2
994,336.50961
995,470.4
996,345.6
997,485.286815
998,523.2
999,328.870868
1000,496.8
1001,85.063708
1002,334.408717
1003,42.096415
1004,300.528579
1005,144.782152
1006,64.598216
1007,532.8
1008,347.857619
1009,128.645946
1010,525.6
1011,61.769564
1012,316.8
1013,955.2
1014,720.752945
1015,340.656963
1016,546.524896
1017,489.411833
1018,171.325856
1019,801.577478
1020,30.874869
1021,361.455219
1022,207.320041
1023,633.6
1024,547.2
1025,537.6
1026,451.2
1027,469.030907
1028,565.929394
1029,302.4
1030,145.673348
1031,136.684141
1032,825.657746
1033,277.685667
1034,468.0
1035,292.8
1036,350.4
1037,264.563772
1038,133.735395
1039,292.8
1040,641.230581
1041,326.4
1042,20.382876
1043,415.768941
1044,527.421579
1045,57.614392
1046,272.217171
1047,91.834668
1048,345.6
1049,504.0
1050,460.8
1051,302.586407
1052,523.2
1053,350.4
1054,523.2
1055,542.4
1056,566.4
1057,468.0
1058,302.4
1059,294.92773
1060,518.4
1061,542.4
1062,71.729298
1063,460.8
1064,447.911255
1065,566.4
1066,307.2
1067,537.391704
1068,496.8
1069,518.4
1070,633.6
1071,492.770321
1072,572.635987
1073,321.6
1074,811.086484
1075,336.0
1076,482.4
1077,701.708239
1078,95.338505
1079,525.6
1080,547.2
1081,409.763267
1082,46.386546
1083,157.440069
1084,451.2
1085,340.8
1086,302.791402
1087,596.050118
1088,340.8
1089,8.44322
1090,588.742251
1091,499.22561
1092,76.112618
1093,451.2
1094,541.561209
1095,616.749885
1096,292.8
1097,125.274351
1098,316.8
1099,137.169296
1100,694.598288
1101,511.2
1102,421.456547
1103,408.0
1104,556.8
1105,475.2
1106,833.072722
1107,419.26062
1108,528.0
1109,801.6
1110,253.740993
1111,41.05291
1112,561.6
1113,756.0
1114,489.6
1115,7.069583
1116,315.004602
1117,422.947888
1118,756.0
1119,277.27294
1120,456.0
1121,604.8
1122,780.090361
1123,868.8
1124,331.2
1125,66.020788
1126,457.471225
1127,348.278032
1128,240.241499
1129,326.4
1130,350.4
1131,419.062661
1132,252.149798
1133,285.745227
1134,67.530904
1135,417.6
1136,667.2
1137,469.491537
1138,542.4
1139,336.0
1140,320.519977
1141,590.4
1142,821.51673
1143,355.2
1144,316.8
1145,326.4
1146,297.6
1147,92.286763
1148,188.325603
1149,193.57032
1150,475.2
1151,496.8
1152,508.8
1153,316.8
1154,57.712985
1155,294.319428
1156,345.6
1157,147.080303
1158,489.6
1159,666.724937
1160,42.238585
1161,700.331425
1162,527.139074
1163,470.4
1164,48.828732
1165,191.640085
1166,202.847644
1167,418.864555
1168,203.352239
1169,4.61262
1170,525.6
1171,470.4
1172,336.0
1173,393.6
1174,550.825934
1175,247.911872
1176,261.930545
1177,295.223164
1178,667.2
1179,537.6
1180,76.025368
1181,345.211703
1182,561.6
1183,528.0
1184,136.829537
1185,5.674809
1186,9.747443
1187,779.052276
1188,231.201886
1189,628.498605
1190,369.6
1191,623.505066
1192,451.670309
1193,403.2
1194,936.0
1195,114.273025
1196,408.0
1197,628.8
1198,667.2
1199,365.312072
1200,355.2
1201,460.8
1202,791.878042
1203,634.385937
1204,277.795988
1205,741.6
1206,134.222332
1207,15.616535
1208,336.0
1209,621.959357
1210,513.6
1211,779.629297
1212,425.964628
1213,513.252488
1214,674.973614
1215,465.763576
1216,351.286604
1217,418.927204
1218,417.6
1219,451.670309
1220,446.4
1221,293.86579
1222,192.213037
1223,446.4
1224,316.8
1225,547.2
1226,820.8
1227,518.4
1228,161.423101
1229,81.452537
1230,57.712985
1231,371.802628
1232,103.022126
1233,101.353875
1234,294.058449
1235,204.74051
1236,355.2
1237,35.45384
1238,384.0
1239,513.6
1240,441.757585
1241,660.430456
1242,632.944366
1243,312.0
1244,239.328571
1245,372.652536
1246,499.2
1247,647.039443
1248,68.647736
1249,523.888845
1250,234.234301
1251,272.843439
1252,57.712985
1253,430.818992
1254,604.8
1255,871.2
1256,921.6
1257,9.163065
1258,223.950089
1259,735.683769
1260,314.880326
1261,323.485239
1262,80.663097
1263,590.4
1264,408.0
1265,316.8
1266,513.6
1267,81.166323
1268,554.4
1269,1.687291
1270,392.951076
1271,278.284943
1272,436.8
1273,331.2
1274,750.082794
1275,417.6
1276,652.8
1277,312.0
1278,482.4
1279,345.6
1280,229.930796
1281,371.108203
1282,117.998498
1283,434.09776
1284,211.136067
1285,290.432527
1286,283.966321
1287,227.916076
1288,134.430084
1289,525.515271
1290,144.439335
1291,694.598288
1292,172.518524
1293,350.4
1294,300.703109
1295,388.8
1296,777.6
1297,262.047663
1298,638.4
1299,292.8
1300,355.2
1301,412.8
1302,496.8
1303,513.6
1304,321.6
1305,253.364333
1306,340.8
1307,266.949266
1308,479.097472
1309,494.847804
1310,316.8
1311,312.0
1312,379.2
1313,378.695238
1314,292.8
1315,904.385726
1316,93.623377
1317,308.631159
1318,396.17554
1319,537.6
1320,251.429988
1321,340.8
1322,208.659743
1323,396.284835
1324,316.8
1325,369.818708
1326,458.568921
1327,379.2
1328,513.6
1329,414.519064
1330,350.4
1331,87.861666
1332,192.144838
1333,160.07526
1334,561.6
1335,416.365369
1336,257.248789
1337,331.2
1338,826.658992
1339,486.278557
1340,419.365958
1341,321.6
1342,386.031248
1343,456.0
1344,731.559007
1345,329.206567
1346,126.779673
1347,225.578841
1348,294.284951
1349,72.665253
1350,8.737111
1351,394.582401
1352,97.176153
1353,151.13336
1354,281.110788
1355,404.817249
1356,523.815839
1357,316.8
1358,424.330166
1359,446.4
1360,475.2
1361,389.673944
1362,199.37361
1363,302.4
1364,614.4
1365,580.886785
1366,355.2
1367,432.0
1368,302.4
1369,73.995096
1370,535.926948
1371,88.173438
1372,441.6
1373,441.6
1374,293.205349
1375,222.582872
1376,340.8
1377,326.4
1378,117.744416
1379,524.836298
1380,42.689135
1381,523.2
1382,174.086385
1383,350.4
1384,364.8
1385,84.494022
1386,331.2
1387,806.4
1388,46.104534
1389,597.6
1390,358.765757
1391,331.2
1392,837.438442
1393,888.0
1394,114.273025
1395,364.8
1396,734.4
1397,657.808231
1398,403.2
1399,447.333545
1400,174.292234
1401,159.004261
1402,289.040734
1403,628.8
1404,450.996589
1405,48.884434
1406,19.575683
1407,3.772105
1408,370.285349
1409,8.076879
1410,466.318191
1411,340.8
1412,368.919773
1413,166.507217
1414,566.4
1415,263.957201
1416,215.23091
1417,398.190882
1418,205.332749
1419,905.030448
1420,544.362598
1421,79.615631
1422,871.2
1423,12.394834
1424,123.436634
1425,304.390472
1426,614.367195
1427,245.673365
1428,403.2
1429,451.2
1430,379.2
1431,383.043363
1432,482.4
1433,154.748539
1434,307.2
1435,561.6
1436,717.285949
1437,251.756739
1438,459.966453
1439,383.655742
1440,618.20653
1441,573.990258
1442,199.590599
1443,820.8
1444,525.6
1445,355.641958
1446,388.8
1447,518.4
1448,511.2
1449,475.2
1450,24.555177
1451,199.791024
1452,820.8
1453,523.815839
1454,407.045238
1455,406.999443
1456,355.2
1457,503.204804
1458,126.509441
1459,724.463534
1460,297.6
1461,379.2
1462,345.6
1463,408.550442
1464,156.124914
1465,137.665031
1466,345.619809
1467,572.072106
1468,226.9684
1469,109.906628
1470,940.8
1471,297.6
1472,323.637414
1473,321.6
1474,85.146928
1475,345.951322
1476,709.082334
1477,446.4
1478,315.950185
1479,499.2
1480,645.952371
1481,23.387192
1482,171.38289
1483,302.4
1484,209.25613
1485,734.4
1486,544.340079
1487,508.8
1488,326.4
1489,192.7604
1490,532.8
1491,489.6
1492,371.458196
1493,554.4
1494,231.537001
1495,757.593913
1496,185.355353
1497,292.8
1498,529.147483
1499,341.680131
1500,806.4
1501,727.2
1502,346.845129
1503,373.881547
1504,600.0
1505,419.105559
1506,479.934846
1507,345.6
1508,372.362565
1509,619.698644
1510,297.6
1511,239.905208
1512,167.138119
1513,578.499499
1514,406.430632
1515,655.2
1516,339.399593
1517,422.4
1518,806.4
1519,508.703134
1520,345.6
1521,528.0
1522,678.209827
1523,489.6
1524,409.985435
1525,446.4
1526,921.6
1527,581.077056
1528,11.451889
1529,441.6
1530,101.826804
1531,50.528355
1532,165.309001
1533,552.0
1534,697.272246
1535,6.281344
1536,220.018279
1537,316.8
1538,556.8
1539,336.0
1540,328.314222
1541,436.8
1542,244.212286
1543,680.047456
1544,657.6
1545,316.8
1546,231.201886
1547,504.0
1548,81.710575
1549,50.422181
1550,412.8
1551,316.8
1552,469.229028
1553,189.835063
1554,295.224598
1555,326.4
1556,261.930545
1557,395.328407
1558,552.0
1559,499.2
1560,813.6
1561,345.6
1562,139.354893
1563,412.8
1564,49.451117
1565,528.0
1566,292.8
1567,257.090387
1568,328.942798
1569,940.8
1570,14.518312
1571,571.2
1572,401.785805
1573,44.780402
1574,345.6
1575,329.206567
1576,441.6
1577,448.255019
1578,240.221415
1579,460.8
1580,350.4
1581,513.6
1582,73.719521
1583,511.2
1584,307.2
1585,676.8
1586,472.271907
1587,604.8
1588,287.5426
1589,783.431945
1590,763.2
1591,43.599861
1592,321.6
1593,380.822087
1594,425.800112
1595,316.35678
1596,900.0
1597,451.2
1598,400.181882
1599,350.4
1600,345.6
1601,45.049185
1602,432.0
1603,112.633539
1604,141.725051
1605,155.570802
1606,392.235698
1607,345.6
1608,594.444586
1609,450.080101
1610,281.163705
1611,135.340489
1612,593.654484
1613,518.720216
1614,19.251693
1615,182.948495
1616,167.738267
1617,45.721456
1618,316.8
1619,281.110788
1620,445.879224
1621,334.892437
1622,204.448708
1623,305.552429
1624,571.136574
1625,655.2
1626,456.0
1627,556.8
1628,331.2
1629,571.2
1630,81.255741
1631,532.8
1632,940.8
1633,355.2
1634,946.345269
1635,316.8
1636,336.0
1637,82.427785
1638,343.121192
1639,487.736171
1640,42.689135
1641,321.6
1642,409.868003
1643,240.176533
1644,182.436205
1645,124.933587
1646,345.6
1647,528.0
1648,292.8
1649,122.912377
1650,196.37368
1651,345.6
1652,237.896227
1653,547.2
1654,312.0
1655,374.4
1656,333.696228
1657,427.2
1658,445.29049
1659,561.6
1660,357.926979
1661,67.490616
1662,166.937747
1663,33.718553
1664,315.826382
1665,295.04969
1666,34.689611
1667,214.586742
1668,204.872273
1669,655.2
1670,95.925021
1671,664.280864
1672,389.750793
1673,109.906628
1674,271.10697
1675,499.2
1676,178.006524
1677,182.964184
1678,200.812425
1679,321.6
1680,329.013275
1681,853.473552
1682,42.693918
1683,297.6
1684,489.6
1685,444.620265
1686,108.995934
1687,145.587985
1688,479.028818
1689,460.8
1690,323.246017
1691,441.6
1692,433.160284
1693,321.6
1694,453.578343
1695,496.8
1696,496.8
1697,209.176923
1698,425.662574
1699,120.477298
1700,340.8
1701,316.8
1702,667.2
1703,468.176056
1704,340.8
1705,355.2
1706,220.304649
1707,331.2
1708,445.817914
1709,357.757645
1710,236.739322
1711,600.0
1712,233.265397
1713,297.6
1714,41.628869
1715,375.11129
1716,321.6
1717,244.801119
1718,393.6
1719,2.96438
1720,342.471939
1721,523.815839
1722,416.637499
1723,618.210272
1724,508.8
1725,362.743231
1726,620.011594
1727,225.517666
1728,340.8
1729,350.4
1730,624.0
1731,340.8
1732,255.454322
1733,203.993499
1734,219.209762
1735,878.812468
1736,151.843731
1737,187.363583
1738,355.2
1739,697.186307
1740,489.6
1741,423.286512
1742,293.865315
1743,468.0
1744,316.492058
1745,312.0
1746,456.0
1747,619.2
1748,302.4
1749,245.076091
1750,91.198362
1751,615.243841
1752,321.6
1753,292.8
1754,292.8
1755,720.0
1756,460.806124
1757,149.269407
1758,324.317667
1759,839.348464
1760,475.2
1761,499.2
1762,203.568733
1763,657.290491
1764,403.385123
1765,5.746657
1766,340.8
1767,49.451117
1768,449.408637
1769,460.084192
1770,451.670309
1771,316.8
1772,326.4
1773,12.252847
1774,542.4
1775,131.808343
1776,228.641342
1777,542.016902
1778,214.866605
1779,278.964095
1780,329.522858
1781,163.345647
1782,501.472124
1783,580.8
1784,404.817249
1785,807.168846
1786,226.522147
1787,82.733588
1788,207.828024
1789,223.174067
1790,254.142365
1791,33.97
1792,181.148732
1793,31.707317
1794,297.6
1795,748.8
1796,609.6
1797,495.612777
1798,297.051768
1799,513.6
1800,489.6
1801,667.2
1802,312.0
1803,345.6
1804,295.83086
1805,888.0
1806,22.995594
1807,298.362415
1808,727.2
1809,478.234236
1810,475.2
1811,551.28213
1812,355.2
1813,292.8
1814,532.8
1815,670.47746
1816,5.573179
1817,337.617149
1818,320.777404
1819,336.0
1820,398.4
1821,216.173135
1822,566.4
1823,355.2
1824,685.456738
1825,316.8
1826,147.948783
1827,950.4
1828,326.4
1829,242.491357
1830,91.834668
1831,90.525716
1832,374.4
1833,255.285875
1834,403.2
1835,316.8
1836,232.242326
1837,657.6
1838,760.428495
1839,326.4
1840,340.07498
1841,499.2
1842,307.2
1843,508.8
1844,307.2
1845,236.643695
1846,398.4
1847,326.4
1848,286.102971
1849,565.336931
1850,523.888845
1851,513.6
1852,282.153792
1853,340.8
1854,350.4
1855,553.61131
1856,453.6
1857,442.199439
1858,624.023564
1859,568.8
1860,355.2
1861,312.0
1862,386.599797
1863,489.6
1864,939.528475
1865,62.291009
1866,361.181122
1867,122.305677
1868,196.523187
1869,528.0
1870,221.61885
1871,460.8
1872,331.2
1873,369.6
1874,117.450428
1875,739.310493
1876,470.4
1877,118.446235
1878,499.2
1879,292.8
1880,228.049424
1881,373.073162
1882,428.608683
1883,268.471802
1884,135.788525
1885,475.2
1886,436.836944
1887,398.4
1888,441.6
1889,340.8
1890,112.120881
1891,185.061408
1892,395.729716
1893,340.201412
1894,900.14526
1895,307.801098
1896,739.2
1897,48.046869
1898,461.269135
1899,686.501976
1900,221.048602
1901,271.014511
1902,292.8
1903,276.640352
1904,71.311211
1905,80.70505
1906,765.566699
1907,484.8
1908,494.4
1909,331.2
1910,216.744457
1911,556.8
1912,712.8
1913,692.962785
1914,87.565229
1915,401.60781
1916,799.2
1917,340.8
1918,542.4
1919,341.878002
1920,470.4
1921,177.635183
1922,330.782934
1923,316.8
1924,262.842655
1925,712.682559
1926,350.4
1927,18.918935
1928,331.2
1929,746.0459
1930,900.0
1931,71.517444
1932,492.088331
1933,291.287905
1934,390.88142
1935,336.0
1936,481.265179
1937,166.355491
1938,178.986788
1939,350.4
1940,348.82656
1941,20.725611
1942,556.8
1943,648.0
1944,545.999699
1945,374.4
1946,638.4
1947,484.8
1948,61.654262
1949,475.2
1950,254.83769
1951,494.4
1952,489.6
1953,276.268778
1954,350.4
1955,228.498823
1956,327.078047
1957,191.934494
1958,307.2
1959,185.667213
1960,140.747286
1961,471.050488
1962,28.460568
1963,700.349052
1964,499.2
1965,3.468912
1966,393.6
1967,699.615192
1968,484.8
1969,336.0
1970,900.0
1971,340.8
1972,106.591949
1973,312.0
1974,571.479602
1975,114.51444
