,total_claim_amount
296,453.6
297,532.8
298,511.2
299,554.522969
300,336.0
301,402.449823
302,327.020539
303,5.3953
304,131.401291
305,99.382943
306,856.8
307,518.4
308,292.8
309,340.8
310,350.4
311,340.8
312,260.879903
313,64.546877
314,441.6
315,37.910623
316,345.6
317,94.030308
318,331.2
319,355.2
320,286.234931
321,1159.2
322,316.8
323,466.570791
324,331.2
325,364.8
326,1252.406235
327,331.2
328,312.0
329,421.484456
330,430.505942
331,398.502948
332,7.646763
333,55.510526
334,351.270869
335,806.4
336,647.454583
337,128.43823
338,480.0
339,518.4
340,379.2
341,244.362072
342,201.455005
343,297.6
344,552.0
345,741.418485
346,305.575785
347,376.126419
348,701.708239
349,176.819414
350,104.454624
351,941.718054
352,468.0
353,121.306839
354,460.8
355,67.859881
356,539.843003
357,556.8
358,350.4
359,331.2
360,765.709629
361,321.6
362,19.938981
363,268.819985
364,331.2
365,297.6
366,412.8
367,806.4
368,321.6
369,532.8
370,691.412378
371,804.811859
372,297.6
373,1090.86434
374,50.587035
375,537.6
376,347.075948
377,271.697529
378,638.4
379,639.45899
380,345.6
381,528.0
382,595.2
383,624.0
384,355.2
385,235.220971
386,395.34111
387,542.4
388,772.798511
389,633.6
390,350.4
391,168.517149
392,307.2
393,633.6
394,504.0
395,845.654042
396,92.915251
397,668.29397
398,700.901632
399,525.6
400,25.299
401,375.330097
402,418.233667
403,398.240791
404,938.513425
405,338.619869
406,339.344531
407,302.818833
408,619.165344
409,326.4
410,259.561195
411,336.0
412,179.161843
413,662.4
414,75.501852
415,306.983596
416,84.026848
417,139.489926
418,607.4459
419,631.124372
420,628.023494
421,336.0
422,426.655599
423,91.417923
424,317.844812
425,460.8
426,156.124914
427,321.6
428,362.774545
429,221.856184
430,980.169081
431,614.675906
432,662.4
433,331.2
434,145.252168
435,374.240783
436,355.2
437,528.0
438,619.2
439,80.669257
440,561.6
441,504.0
442,460.8
443,468.566133
444,842.43785
445,475.2
446,1171.93117
447,268.471802
448,494.4
449,475.2
450,138.722385
451,467.24802
452,467.503236
453,667.2
454,619.973889
455,1002.782553
456,321.6
457,384.0
458,251.774574
459,866.208321
460,599.648466
461,787.993313
462,619.2
463,72.852047
464,449.819671
465,302.4
466,316.8
467,489.6
468,56.60333
469,259.060862
470,456.0
471,364.8
472,470.4
473,299.356083
474,699.1679
475,117.959654
476,545.240341
477,328.231432
478,66.568642
479,722.178166
480,609.6
481,542.4
482,532.8
483,369.614729
484,655.41333
485,312.0
486,345.6
487,673.34265
488,619.2
489,513.6
490,23.810491
491,451.2
492,350.4
493,307.2
494,408.0
495,231.922173
496,772.8
497,664.980242
498,292.8
499,46.492039
500,432.0
501,78.085149
502,564.466556
503,739.2
504,792.0
505,289.040734
506,155.938593
507,302.4
508,326.549425
509,653.65668
510,103.935601
511,809.532341
512,321.6
513,528.0
514,312.0
515,580.72531
516,59.987126
517,238.005074
518,245.447622
519,135.26125
520,571.2
521,331.2
522,566.4
523,297.6
524,312.0
525,637.063458
526,537.6
527,460.8
528,75.936096
529,799.2
530,603.058114
531,67.530904
532,312.921256
533,166.937747
534,566.4
535,135.382194
536,17.742954
537,1.838367
538,197.776009
539,331.2
540,316.8
541,1193.036154
542,600.0
543,542.4
544,392.6364
545,215.226476
546,160.598662
547,371.803029
548,312.0
549,443.670399
550,612.300581
551,290.391526
552,316.795337
553,405.527937
554,208.598246
555,345.6
556,301.437365
557,456.473115
558,152.338562
559,491.755368
560,430.375049
561,633.6
562,350.4
563,246.489123
564,128.969729
565,185.355353
566,9.071305
567,133.475315
568,321.6
569,623.223617
570,427.2
571,326.4
572,321.6
573,494.4
574,211.336937
575,227.872071
576,862.762957
577,513.6
578,537.6
579,943.2
580,117.672722
581,225.145949
582,456.0
583,182.432565
584,644.755653
585,525.6
586,333.886816
587,311.103582
588,212.391975
589,297.6
590,174.041566
591,257.900458
592,486.278557
593,345.6
594,1.924709
595,518.4
596,326.4
597,262.12205
598,921.6
599,541.695658
600,326.4
601,327.682669
602,456.0
603,1265.570302
604,63.043197
605,336.0
606,15.631363
607,441.6
608,375.866091
609,364.8
610,355.2
611,113.450122
612,480.0
613,16.03451
614,615.27228
615,615.256301
616,512.66245
617,74.523935
618,426.072946
619,169.287785
620,419.464143
621,201.455005
622,662.69318
623,494.4
624,494.4
625,326.4
626,669.6
627,141.199465
628,58.557552
629,302.4
630,316.8
631,8.582971
632,285.418473
633,566.4
634,410.508316
635,244.23135
636,218.598065
637,643.826716
638,336.0
639,497.047297
640,1022.4
641,657.6
642,5.622751
643,292.8
644,614.4
645,333.5671
646,667.2
647,34.651305
648,678.100487
649,525.6
650,292.8
651,292.8
652,174.588413
653,159.391681
654,698.4
655,232.711071
656,190.43446
657,79.865605
658,393.6
659,382.085897
660,48.348319
661,133.425609
662,528.0
663,561.414794
664,316.8
665,23.820158
666,407.99684
667,844.229478
668,345.6
669,340.306584
670,106.647493
671,626.116259
672,56.60333
673,784.65781
674,441.6
675,398.502948
676,63.516572
677,120.015609
678,316.8
679,82.041684
680,22.819088
681,302.4
682,422.4
683,316.8
684,489.6
685,312.0
686,468.0
687,511.497882
688,494.4
689,239.540223
690,518.180364
691,715.252366
692,156.124914
693,402.070719
694,94.814032
695,456.0
696,523.2
697,571.2
698,513.6
699,504.0
700,972.0
701,73.883044
702,574.024018
703,632.715382
704,355.2
705,4.238626
706,42.248087
707,739.2
708,270.002766
709,292.8
710,494.946438
711,142.567008
712,425.266308
713,312.0
714,326.4
715,251.334247
716,369.818708
717,161.419528
718,537.6
719,292.8
720,312.0
721,255.999709
722,484.8
723,61.769564
724,250.001424
725,141.799422
726,321.6
727,49.797016
728,372.175592
729,542.14385
730,504.0
731,768.0
732,720.601429
733,576.0
734,481.025786
735,466.176731
736,159.266473
737,547.2
738,41.283167
739,503.808329
740,859.599411
741,305.653785
742,278.902846
743,139.963594
744,174.041566
745,321.6
746,37.299865
747,513.6
748,446.4
749,72.205362
750,292.8
751,331.2
752,475.2
753,331.2
754,331.2
755,401.592109
756,253.183568
757,643.2
758,799.673766
759,727.2
760,91.834668
761,27.987867
762,270.563995
763,292.8
764,158.077504
765,667.2
766,148.173152
767,404.265696
768,18.918935
769,513.818403
770,268.471802
771,131.828507
772,628.8
773,960.115399
774,392.235698
775,0.382107
776,51.961915
777,350.4
778,379.2
779,297.6
780,571.2
781,350.853987
782,217.973168
783,441.6
784,25.934064
785,297.6
786,84.218363
787,628.8
788,321.6
789,153.205591
790,629.532731
791,361.284757
792,1185.988301
793,460.8
794,340.8
795,425.800112
796,312.0
797,159.756733
798,24.087774
799,302.4
800,219.288706
801,26.951627
802,466.122541
803,475.2
804,607.095655
805,331.2
806,558.099357
807,336.0
808,828.0
809,540.514115
810,100.049832
811,59.861963
812,871.505797
813,53.084753
814,256.43803
815,135.892444
816,74.350893
817,621.464468
818,360.05589
819,65.954813
820,407.450118
821,547.2
822,547.2
823,806.4
824,24.063693
825,311.329282
826,42.689135
827,460.323855
828,249.085887
829,331.2
830,300.607591
831,263.365432
832,307.2
833,302.4
834,297.6
835,297.6
836,542.4
837,432.0
838,499.2
839,45.507952
840,470.4
841,691.2
842,408.0
843,82.409922
844,357.642982
845,643.2
846,420.35698
847,136.787725
848,331.2
849,158.077504
850,170.798204
851,266.165535
852,98.921782
853,281.295903
854,631.743039
855,468.0
856,29.209521
857,136.883999
858,312.0
859,518.4
860,31.755601
861,113.534474
862,480.159011
863,390.792553
864,72.071195
865,316.8
866,552.0
867,41.965252
868,1027.000029
869,411.011162
870,600.0
871,648.0
872,4.110585
873,351.149904
874,284.000172
875,496.474767
876,925.137143
877,13.164097
878,312.0
879,463.335061
880,180.667969
881,508.8
882,340.8
883,513.6
884,141.922839
885,349.783046
886,494.4
887,345.6
888,54.065538
889,342.515136
890,441.6
891,1027.177255
892,275.989978
893,472.599683
894,547.2
895,7.345946
896,383.363758
897,537.765151
898,19.575683
899,108.138715
900,408.0
901,707.303416
902,1067.333126
903,807.947292
904,618.630955
905,404.272806
906,710.4
907,312.0
908,707.977614
909,336.0
910,367.92773
911,68.226001
912,287.149807
913,312.0
914,595.2
915,391.636628
916,547.2
917,640.8
918,232.674417
919,336.50961
920,470.4
921,523.2
922,328.870868
923,496.8
924,85.063708
925,42.096415
926,300.528579
927,144.782152
928,64.598216
929,532.8
930,347.857619
931,128.645946
932,525.6
933,61.769564
934,316.8
935,720.752945
936,340.656963
937,546.524896
938,489.411833
939,171.325856
940,801.577478
941,30.874869
942,361.455219
943,633.6
944,547.2
945,537.6
946,451.2
947,469.030907
948,302.4
949,145.673348
950,136.684141
951,277.685667
952,468.0
953,292.8
954,350.4
955,264.563772
956,292.8
957,641.230581
958,326.4
959,20.382876
960,415.768941
961,527.421579
962,57.614392
963,272.217171
964,91.834668
965,345.6
966,504.0
967,460.8
968,302.586407
969,523.2
970,523.2
971,542.4
972,566.4
973,468.0
974,302.4
975,294.92773
976,518.4
977,542.4
978,71.729298
979,460.8
980,447.911255
981,566.4
982,307.2
983,537.391704
984,518.4
985,633.6
986,492.770321
987,1149.203884
988,321.6
989,811.086484
990,336.0
991,482.4
992,701.708239
993,95.338505
994,547.2
995,409.763267
996,46.386546
997,157.440069
998,451.2
999,1261.943541
1000,340.8
1001,302.791402
1002,596.050118
1003,340.8
1004,8.44322
1005,588.742251
1006,499.22561
1007,76.112618
1008,451.2
1009,541.561209
1010,964.8
1011,616.749885
1012,292.8
1013,125.274351
1014,137.169296
1015,694.598288
1016,511.2
1017,421.456547
1018,556.8
1019,475.2
1020,528.0
1021,561.6
1022,756.0
1023,489.6
1024,7.069583
1025,315.004602
1026,422.947888
1027,756.0
1028,277.27294
1029,456.0
1030,604.8
1031,780.090361
1032,331.2
1033,66.020788
1034,457.471225
1035,348.278032
1036,240.241499
1037,326.4
1038,350.4
1039,419.062661
1040,67.530904
1041,417.6
1042,667.2
1043,469.491537
1044,542.4
1045,336.0
1046,320.519977
1047,590.4
1048,355.2
1049,316.8
1050,326.4
1051,297.6
1052,188.325603
1053,193.57032
1054,475.2
1055,496.8
1056,508.8
1057,316.8
1058,57.712985
1059,294.319428
1060,345.6
1061,147.080303
1062,489.6
1063,666.724937
1064,42.238585
1065,700.331425
1066,527.139074
1067,470.4
1068,48.828732
1069,191.640085
1070,202.847644
1071,418.864555
1072,203.352239
1073,4.61262
1074,470.4
1075,336.0
1076,550.825934
1077,261.930545
1078,295.223164
1079,667.2
1080,537.6
1081,76.025368
1082,561.6
1083,528.0
1084,136.829537
1085,5.674809
1086,9.747443
1087,779.052276
1088,231.201886
1089,628.498605
1090,369.6
1091,623.505066
1092,451.670309
1093,403.2
1094,936.0
1095,114.273025
1096,408.0
1097,628.8
1098,667.2
1099,365.312072
1100,355.2
1101,460.8
1102,791.878042
1103,634.385937
1104,277.795988
1105,741.6
1106,134.222332
1107,15.616535
1108,621.959357
1109,513.6
1110,779.629297
1111,425.964628
1112,513.252488
1113,674.973614
1114,465.763576
1115,351.286604
1116,418.927204
1117,417.6
1118,451.670309
1119,446.4
1120,293.86579
1121,1027.000029
1122,192.213037
1123,446.4
1124,547.2
1125,820.8
1126,518.4
1127,161.423101
1128,973.787176
1129,81.452537
1130,57.712985
1131,371.802628
1132,103.022126
1133,101.353875
1134,294.058449
1135,204.74051
1136,355.2
1137,35.45384
1138,384.0
1139,513.6
1140,441.757585
1141,660.430456
1142,239.328571
1143,372.652536
1144,499.2
1145,647.039443
1146,523.888845
1147,234.234301
1148,272.843439
1149,57.712985
1150,430.818992
1151,604.8
1152,871.2
1153,921.6
1154,223.950089
1155,735.683769
1156,314.880326
1157,323.485239
1158,80.663097
1159,590.4
1160,408.0
1161,316.8
1162,513.6
1163,554.4
1164,392.951076
1165,436.8
1166,331.2
1167,750.082794
1168,417.6
1169,652.8
1170,312.0
1171,482.4
1172,345.6
1173,229.930796
1174,371.108203
1175,117.998498
1176,434.09776
1177,211.136067
1178,290.432527
1179,283.966321
1180,227.916076
1181,134.430084
1182,525.515271
1183,144.439335
1184,694.598288
1185,172.518524
1186,350.4
1187,300.703109
1188,388.8
1189,777.6
1190,262.047663
1191,638.4
1192,292.8
1193,355.2
1194,412.8
1195,496.8
1196,513.6
1197,989.105367
1198,972.0
1199,321.6
1200,253.364333
1201,340.8
1202,266.949266
1203,479.097472
1204,494.847804
1205,316.8
1206,312.0
1207,379.2
1208,378.695238
1209,292.8
1210,904.385726
1211,93.623377
1212,308.631159
1213,396.17554
1214,537.6
1215,1448.994134
1216,340.8
1217,208.659743
1218,396.284835
1219,316.8
1220,369.818708
1221,458.568921
1222,379.2
1223,414.519064
1224,87.861666
1225,160.07526
1226,561.6
1227,416.365369
1228,257.248789
1229,331.2
1230,826.658992
1231,486.278557
1232,419.365958
1233,321.6
1234,386.031248
1235,329.206567
1236,126.779673
1237,225.578841
1238,294.284951
1239,72.665253
1240,8.737111
1241,394.582401
1242,97.176153
1243,151.13336
1244,281.110788
1245,523.815839
1246,316.8
1247,424.330166
1248,446.4
1249,475.2
1250,389.673944
1251,199.37361
1252,302.4
1253,614.4
1254,580.886785
1255,355.2
1256,432.0
1257,302.4
1258,73.995096
1259,535.926948
1260,88.173438
1261,441.6
1262,441.6
1263,293.205349
1264,222.582872
1265,340.8
1266,326.4
1267,117.744416
1268,524.836298
1269,42.689135
1270,523.2
1271,174.086385
1272,350.4
1273,1186.972445
1274,364.8
1275,331.2
1276,806.4
1277,46.104534
1278,597.6
1279,358.765757
1280,331.2
1281,837.438442
1282,114.273025
1283,364.8
1284,734.4
1285,403.2
1286,447.333545
1287,174.292234
1288,289.040734
1289,628.8
1290,450.996589
1291,48.884434
1292,19.575683
1293,3.772105
1294,370.285349
1295,8.076879
1296,1178.995926
1297,466.318191
1298,340.8
1299,368.919773
1300,166.507217
1301,566.4
1302,263.957201
1303,215.23091
1304,398.190882
1305,205.332749
1306,905.030448
1307,544.362598
1308,79.615631
1309,871.2
1310,12.394834
1311,123.436634
1312,304.390472
1313,614.367195
1314,245.673365
1315,403.2
1316,451.2
1317,379.2
1318,383.043363
1319,154.748539
1320,307.2
1321,561.6
1322,717.285949
1323,251.756739
1324,383.655742
1325,618.20653
1326,573.990258
1327,199.590599
1328,820.8
1329,525.6
1330,355.641958
1331,388.8
1332,518.4
1333,511.2
1334,475.2
1335,24.555177
1336,199.791024
1337,523.815839
1338,407.045238
1339,406.999443
1340,355.2
1341,126.509441
1342,724.463534
1343,297.6
1344,379.2
1345,345.6
1346,156.124914
1347,137.665031
1348,345.619809
1349,572.072106
1350,226.9684
1351,109.906628
1352,297.6
1353,323.637414
1354,321.6
1355,85.146928
1356,345.951322
1357,446.4
1358,315.950185
1359,499.2
1360,645.952371
1361,23.387192
1362,171.38289
1363,302.4
1364,209.25613
1365,544.340079
1366,508.8
1367,326.4
1368,192.7604
1369,532.8
1370,489.6
1371,371.458196
1372,554.4
1373,231.537001
1374,757.593913
1375,185.355353
1376,292.8
1377,529.147483
1378,341.680131
1379,806.4
1380,727.2
1381,373.881547
1382,600.0
1383,419.105559
1384,479.934846
1385,345.6
1386,372.362565
1387,619.698644
1388,297.6
1389,239.905208
1390,167.138119
1391,578.499499
1392,406.430632
1393,655.2
1394,339.399593
1395,422.4
1396,806.4
1397,508.703134
1398,345.6
1399,528.0
1400,678.209827
1401,489.6
1402,409.985435
1403,446.4
1404,581.077056
1405,11.451889
1406,441.6
1407,1227.458548
1408,101.826804
1409,50.528355
1410,552.0
1411,697.272246
1412,6.281344
1413,220.018279
1414,316.8
1415,556.8
1416,336.0
1417,328.314222
1418,436.8
1419,244.212286
1420,680.047456
1421,657.6
1422,316.8
1423,1072.8
1424,1051.2
1425,231.201886
1426,504.0
1427,81.710575
1428,50.422181
1429,412.8
1430,316.8
1431,189.835063
1432,295.224598
1433,1012.249308
1434,326.4
1435,261.930545
1436,1052.933035
1437,395.328407
1438,552.0
1439,139.354893
1440,412.8
1441,49.451117
1442,528.0
1443,292.8
1444,257.090387
1445,328.942798
1446,571.2
1447,401.785805
1448,44.780402
1449,345.6
1450,329.206567
1451,441.6
1452,240.221415
1453,350.4
1454,513.6
1455,73.719521
1456,511.2
1457,307.2
1458,676.8
1459,472.271907
1460,604.8
1461,287.5426
1462,783.431945
1463,1272.546918
1464,763.2
1465,43.599861
1466,321.6
1467,380.822087
1468,425.800112
1469,316.35678
1470,900.0
1471,451.2
1472,400.181882
1473,350.4
1474,345.6
1475,45.049185
1476,432.0
1477,112.633539
1478,141.725051
1479,155.570802
1480,392.235698
1481,345.6
1482,594.444586
1483,450.080101
1484,281.163705
1485,135.340489
1486,593.654484
1487,518.720216
1488,19.251693
1489,182.948495
1490,167.738267
1491,45.721456
1492,316.8
1493,281.110788
1494,445.879224
1495,334.892437
1496,204.448708
1497,305.552429
1498,571.136574
1499,655.2
1500,456.0
1501,556.8
1502,331.2
1503,571.2
1504,81.255741
1505,532.8
1506,355.2
1507,946.345269
1508,316.8
1509,336.0
1510,82.427785
1511,487.736171
1512,42.689135
1513,321.6
1514,409.868003
1515,240.176533
1516,182.436205
1517,124.933587
1518,345.6
1519,528.0
1520,122.912377
1521,196.37368
1522,345.6
1523,237.896227
1524,547.2
1525,312.0
1526,374.4
1527,333.696228
1528,427.2
1529,445.29049
1530,561.6
1531,357.926979
1532,67.490616
1533,166.937747
1534,33.718553
1535,315.826382
1536,295.04969
1537,34.689611
1538,214.586742
1539,204.872273
1540,655.2
1541,95.925021
1542,664.280864
1543,389.750793
1544,109.906628
1545,271.10697
1546,499.2
1547,178.006524
1548,182.964184
1549,200.812425
1550,321.6
1551,329.013275
1552,853.473552
1553,42.693918
1554,297.6
1555,489.6
1556,444.620265
1557,108.995934
1558,479.028818
1559,460.8
1560,323.246017
1561,441.6
1562,433.160284
1563,321.6
1564,453.578343
1565,496.8
1566,496.8
1567,209.176923
1568,425.662574
1569,120.477298
1570,340.8
1571,316.8
1572,667.2
1573,468.176056
1574,340.8
1575,355.2
1576,220.304649
1577,331.2
1578,445.817914
1579,357.757645
1580,236.739322
1581,600.0
1582,233.265397
1583,297.6
1584,41.628869
1585,375.11129
1586,321.6
1587,244.801119
1588,393.6
1589,2.96438
1590,342.471939
1591,523.815839
1592,416.637499
1593,508.8
1594,362.743231
1595,620.011594
1596,225.517666
1597,340.8
1598,350.4
1599,624.0
1600,340.8
1601,255.454322
1602,203.993499
1603,151.843731
1604,355.2
1605,697.186307
1606,489.6
1607,423.286512
1608,293.865315
1609,468.0
1610,316.492058
1611,312.0
1612,456.0
1613,619.2
1614,302.4
1615,245.076091
1616,91.198362
1617,615.243841
1618,321.6
1619,292.8
1620,292.8
1621,720.0
1622,460.806124
1623,149.269407
1624,324.317667
1625,839.348464
1626,499.2
1627,203.568733
1628,657.290491
1629,403.385123
1630,5.746657
1631,340.8
1632,49.451117
1633,449.408637
1634,460.084192
1635,451.670309
1636,316.8
1637,326.4
1638,542.4
1639,228.641342
1640,542.016902
1641,214.866605
1642,278.964095
1643,329.522858
1644,163.345647
1645,501.472124
1646,1193.115879
1647,580.8
1648,807.168846
1649,226.522147
1650,82.733588
1651,207.828024
1652,223.174067
1653,254.142365
1654,33.97
1655,181.148732
1656,31.707317
1657,297.6
1658,748.8
1659,609.6
1660,495.612777
1661,297.051768
1662,513.6
1663,667.2
1664,312.0
1665,345.6
1666,295.83086
1667,22.995594
1668,298.362415
1669,727.2
1670,478.234236
1671,475.2
1672,551.28213
1673,355.2
1674,292.8
1675,532.8
1676,670.47746
1677,5.573179
1678,337.617149
1679,320.777404
1680,336.0
1681,398.4
1682,216.173135
1683,566.4
1684,355.2
1685,685.456738
1686,316.8
1687,147.948783
1688,326.4
1689,242.491357
1690,91.834668
1691,90.525716
1692,374.4
1693,255.285875
1694,403.2
1695,316.8
1696,232.242326
1697,657.6
1698,760.428495
1699,340.07498
1700,499.2
1701,307.2
1702,508.8
1703,307.2
1704,236.643695
1705,398.4
1706,326.4
1707,565.336931
1708,523.888845
1709,513.6
1710,282.153792
1711,340.8
1712,553.61131
1713,453.6
1714,442.199439
1715,624.023564
1716,568.8
1717,355.2
1718,386.599797
1719,489.6
1720,939.528475
1721,62.291009
1722,361.181122
1723,122.305677
1724,196.523187
1725,528.0
1726,221.61885
1727,460.8
1728,331.2
1729,369.6
1730,117.450428
1731,739.310493
1732,470.4
1733,118.446235
1734,499.2
1735,292.8
1736,228.049424
1737,373.073162
1738,428.608683
1739,268.471802
1740,135.788525
1741,475.2
1742,436.836944
1743,398.4
1744,441.6
1745,340.8
1746,112.120881
1747,185.061408
1748,340.201412
1749,1027.010512
1750,307.801098
1751,739.2
1752,48.046869
1753,461.269135
1754,686.501976
1755,221.048602
1756,271.014511
1757,292.8
1758,276.640352
1759,71.311211
1760,80.70505
1761,765.566699
1762,484.8
1763,331.2
1764,216.744457
1765,556.8
1766,712.8
1767,1138.255325
1768,692.962785
1769,87.565229
1770,401.60781
1771,799.2
1772,340.8
1773,542.4
1774,341.878002
1775,470.4
1776,330.782934
1777,316.8
1778,262.842655
1779,712.682559
1780,1176.2788
1781,350.4
1782,18.918935
1783,331.2
1784,900.0
1785,71.517444
1786,492.088331
1787,291.287905
1788,390.88142
1789,336.0
1790,1101.05432
1791,166.355491
1792,348.82656
1793,20.725611
1794,556.8
1795,648.0
1796,545.999699
1797,374.4
1798,638.4
1799,484.8
1800,61.654262
1801,475.2
1802,254.83769
1803,494.4
1804,489.6
1805,350.4
1806,228.498823
1807,327.078047
1808,191.934494
1809,307.2
1810,185.667213
1811,140.747286
1812,471.050488
1813,28.460568
1814,700.349052
1815,499.2
1816,3.468912
1817,393.6
1818,699.615192
1819,484.8
1820,336.0
1821,900.0
1822,340.8
1823,106.591949
1824,312.0
1825,571.479602
1826,114.51444
1827,133.425609
1828,777.6
1829,302.4
1830,166.77296
1831,657.6
1832,488.910614
1833,101.288069
1834,352.394515
1835,499.2
1836,656.798232
1837,851.146266
1838,476.254583
1839,350.4
1840,292.8
1841,624.711448
1842,134.629643
1843,198.84453
1844,289.040734
1845,429.860895
1846,519.883102
1847,398.4
1848,417.28389
1849,450.129276
1850,741.6
1851,98.372265
1852,820.8
1853,463.000336
1854,355.2
1855,292.8
1856,547.2
1857,590.4
1858,460.8
1859,482.4
1860,355.2
1861,525.6
1862,404.074203
1863,355.922452
1864,451.670309
1865,215.884804
1866,241.656325
1867,207.75186
1868,451.2
1869,480.0
1870,312.0
1871,539.280951
1872,221.188327
1873,494.4
1874,13.628274
1875,171.830049
1876,657.6
1877,393.6
1878,350.4
1879,1116.0
1880,451.2
1881,95.193157
1882,827.786203
1883,326.281835
1884,123.512596
1885,25.336642
1886,489.6
1887,379.2
1888,788.206874
1889,489.6
1890,316.8
1891,364.8
1892,619.2
1893,554.4
1894,1188.0
1895,376.529086
1896,170.939409
1897,326.4
1898,335.840529
1899,345.6
1900,460.8
1901,425.924132
1902,351.270869
1903,49.451117
1904,657.6
1905,508.8
1906,281.295903
1907,196.065149
1908,292.8
1909,297.6
1910,432.784577
1911,773.346065
1912,354.199664
1913,321.6
1914,384.0
1915,344.201601
1916,336.0
1917,339.000467
1918,453.6
1919,699.67536
1920,695.136477
1921,283.670312
1922,725.870693
1923,345.6
1924,336.0
1925,236.614219
1926,712.309237
1927,91.834668
1928,39.336222
1929,326.132867
1930,178.371281
1931,167.459769
1932,700.725788
1933,436.143226
1934,571.479602
1935,302.4
1936,367.230882
1937,417.6
1938,702.020904
1939,686.020135
1940,270.311239
1941,497.719213
1942,403.937672
1943,118.750512
1944,465.6
1945,508.8
1946,468.0
1947,109.814874
1948,722.432062
1949,292.8
1950,498.452698
1951,252.330905
1952,542.4
1953,640.8
1954,351.85681
1955,150.926696
1956,128.90032
1957,146.950756
1958,57.712985
1959,900.242038
1960,655.489027
1961,418.005524
1962,128.292466
1963,648.0
1964,156.124914
1965,331.2
1966,292.8
1967,480.533246
1968,509.100577
1969,166.123172
