state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,coverage_encoded,employmentstatus_encoded,location_code_encoded,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate Auto,policy_type_Personal Auto,policy_type_Special Auto,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,vehicle_size_encoded,month,year,index,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.00016693967082165293,0.06420537497977033,0.9979295793852366,0.0008346983541082647,0.00025040950623247943,0.00011924262201546639,2.384852440309328e-05,9.539409761237312e-05,0.003662407542323444
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.0005835126914308032,0.29032243629309856,0.956921913100422,0.0024896541501047607,0.00046681015314464265,0.0019450423047693442,3.8900846095386885e-05,7.780169219077377e-05,0.001669634856543297
0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2011,0.0006353146568811738,0.10192304688928566,0.9946248025135327,0.0026603801256899155,0.0005559003247710271,0.00027795016238551357,0.0,3.970716605507336e-05,0.018036785535989072
0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2011,0.0005835727977665707,0.13543151063007958,0.9905290046796704,0.0034671089749660966,0.00041193373959993226,0.0020253408863663337,0.0,3.432781163332769e-05,0.022225268083667107
0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.0003497403292911721,0.11095187688902138,0.9938065756991595,0.0013989613171646884,0.00017487016464558605,1.9430018293954007e-05,0.0,0.00013601012805767803,0.0060035193840163505
0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2011,0.00028509849455703266,0.12248157018188749,0.9924428647369546,0.0015155235763294893,0.00016505702316459785,0.0003151088624051413,0.0,4.501555177216305e-05,0.007274513166381549
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2011,0.00034589193015319576,0.04967096791584565,0.9987456537208451,0.0012798001415668242,0.0005361324917374534,0.00036318652666085554,0.0,1.729459650765979e-05,0.006143040679520756
0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.0014866275626557448,0.21533386544934494,0.9761479743552413,0.005592551307133516,0.0005663343095831408,0.003468797646196738,0.0,7.07917886978926e-05,0.02684424627424088
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.009149929858549758,0.9747424240630509,0.0,0.029041081724962278,0.0015912921493130016,0.017504213642443017,0.001193469111984751,0.0003978230373282504,0.2205438476808636
0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.0013307371174341043,0.1326361149220824,0.9908446786894768,0.0033822901734783485,0.0016634213967926304,0.0050457115702709785,0.0,5.5447379893087677e-05,0.02435248924904411
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1,2011,0.00025584813025699267,0.05937790928396038,0.9982272989358929,0.0007368426151401389,0.00022514635462615357,1.0233925210279707e-05,0.0,3.070177563083912e-05,0.003982890244366259
0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.006454175610858248,0.9796376331684159,0.0,0.02755436510789483,0.0037235628524182204,0.011667163604243757,0.0,0.000248237523494548,0.1983914287768428
0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2011,0.0022871307552323294,0.45292953135670894,0.8903715321572969,0.011774487962121993,0.002795382034172847,0.005421346975365522,0.0,8.470854649008629e-05,0.04372976647223038
1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2,2011,0.0003198472177607559,0.14738742724177958,0.9890589822356173,0.0012679657561229965,0.0003769627923608908,0.0006168482056814577,2.284622984005399e-05,2.284622984005399e-05,0.006086235629390382
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.0003827869844502249,0.04270530610879959,0.9990740294150869,0.001055964095035103,0.0002243923701949594,0.0005807802522693067,1.3199551187938789e-05,1.3199551187938789e-05,0.005068627656168495
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.001288103347891796,0.10539190918513654,0.9943299110159404,0.0027050170305727714,0.00017174711305223945,0.0002576206695783592,4.293677826305986e-05,4.293677826305986e-05,0.013838267859796081
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.006770615520327347,0.9976758710942877,0.0,0.013752812775664924,0.0040200529651943625,0.011848577160572858,0.0,0.0006347452050306888,0.06519909995114641
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2011,0.0006029434875713355,0.09170012624561501,0.9957703052314482,0.0011510739308180043,0.0005115884136968908,0.0003106072511731123,0.0,0.00010962608864933373,0.00552515486792642
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.000904610931104159,0.13124617787968748,0.9913471556747342,0.0016495846390722898,0.0005055178732640888,0.0011174605619521964,0.0,0.0002128496308480374,0.0004107380877499701
1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.0005055896940028723,0.08297781025876419,0.9965461777193185,0.001025624807834398,0.00015889961811518843,0.0005778167931461397,0.0,8.667251897192097e-05,0.0029537293429406377
0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2011,0.0008084219809115879,0.31195512412893234,0.9500081084017978,0.0026273714379626604,0.00022456166136432997,0.0013922823004588456,0.0,4.491233227286599e-05,0.012611382902220771
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.0005595815153994874,0.11162859828181602,0.9937260284010464,0.0013762680513879284,0.000287352670070007,0.001300648927685295,0.0,0.00012099059792421348,0.006606086646662057
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2011,0.012026250012556352,0.9779348074218304,0.0,0.028483223713949256,0.002215361844418275,0.02500194081557768,0.0,0.0003164802634883251,0.20507921074043464
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.0007316665509375954,0.04730755357304471,0.9988749274761638,0.0012382049323559307,7.50427231730867e-05,0.0002814102118990751,3.752136158654335e-05,1.8760680793271675e-05,0.002952890802636576
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2011,0.014830540518651862,0.9832877440102671,0.0,0.02595344590764076,0.002595344590764076,0.0003707635129662966,0.0003707635129662966,0.0003707635129662966,0.17956764180205378
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2011,0.0008175848494311236,0.05525766913260972,0.9984705120942876,0.0014158176660880434,5.982328166569198e-05,0.0006381150044340477,0.0,1.994109388856399e-05,0.00037726425910663945
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2011,0.0006981766326776384,0.06547910008338971,0.9977442778558222,0.0016457020627401475,0.00019947903790789668,0.0004654510884517589,0.0,1.662325315899139e-05,0.014676203848706122
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2011,0.0009567564382913823,0.27216115433129145,0.9621854748249427,0.002291765421953776,0.00033375224591559847,0.000356002395643305,0.0,4.450029945541313e-05,0.011000474025378125
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2,2011,0.00047379755844167016,0.02631369521135815,0.9996482395539547,0.0006568557060214064,0.00016152189492329666,0.0006030150743803075,0.0,1.0768126328219775e-05,0.0031529073889027506
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.0102061578562275,0.9914418255188849,0.0,0.016196728771839294,0.0015531109781215763,0.01264676082184712,0.0006656189906235326,0.0011093649843725544,0.12850128590166512
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2011,0.001969146409742365,0.2310329941516806,0.9727583264127284,0.002974667980674637,0.00029327712485524587,0.0004189673212217799,0.0,0.00016758692848871195,0.01876108180174858
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.014167478435999418,0.9869641994536567,0.0,0.027154333668998883,0.0032467138082498664,0.022726996657749066,0.0,0.00029515580074998787,0.15632162060949883
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.021140887990873894,0.9899453467985209,0.0,0.026749695008860847,0.004745913630604344,0.024161014846713024,0.0,0.000431446693691304,0.13505281390250443
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.0014096423823330123,0.21641891718207062,0.9762857837950212,0.001870487007326497,0.00010843402941023171,0.0010843402941023172,8.132552205767378e-05,5.4217014705115854e-05,0.004715689456834096
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.0017533338754510323,0.16060358552635629,0.9869615630227566,0.002117233359035209,0.0006285536534635776,0.0014555979343367062,0.0,9.924531370477542e-05,0.010162720123369003
0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2011,0.0031277677439796613,0.24871530198339525,0.967349057263043,0.006545143612401884,0.001158432497770245,0.0015059622471013184,0.0,5.792162488851225e-05,0.04816912800317976
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.0011659354135031051,0.15187677236231834,0.9883528506137322,0.0019290931387051377,2.1198825700056457e-05,0.0011235377621029922,0.0,6.359647710016938e-05,0.009259647065784662
0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.0008589408799147901,0.11686988581744011,0.9931350541714775,0.0009816467199026172,0.00036811751996348145,0.0009049555699102253,0.0,3.067645999695679e-05,0.004640814473753314
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2011,0.014287889307949747,0.9921316879925721,0.0,0.025317137194788147,0.007269277016325309,0.003007976696410473,0.0,0.00025066472470087277,0.12152225853498311
0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2011,0.0033010476592165577,0.2560869252961258,0.9657840987800995,0.007057412236945744,0.001935096903678672,0.002674986896261693,0.00011382922962815717,5.6914614814078585e-05,0.040111605570810775
0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.004788348534615257,0.3294681979321822,0.9431423444197271,0.008765112571838098,0.00032463379895696656,0.007953528074445682,0.0,8.115844973924164e-05,0.04207254034482286
1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.003300311386193114,0.2452193718775074,0.9693014541249176,0.0035753373350425406,5.500518976988524e-05,0.0019801868317158686,5.500518976988524e-05,0.00016501556930965572,0.017161619208204193
0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2011,0.004334578421890986,0.5763094265353571,0.8163929752312382,0.007461159578664812,0.00028423465061580235,0.003552933132697529,0.0,0.0004263519759237035,0.0358135659775911
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2011,0.017961394292408853,0.9675295762562867,0.0,0.027231791346555356,0.005793998158841565,0.015354095120930148,0.0,0.00028969990794207827,0.25010584628668076
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1,2011,0.009625263106524373,0.9947068217147677,0.0,0.009474868370484928,0.0031582894568283094,0.004211052609104413,0.0,0.00030078947207888665,0.10172571839471788
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.0019235107310370029,0.0867264689129439,0.9961714113676712,0.00216025051331848,0.0008581817107703552,0.0021010655677481107,0.0,2.959247278518466e-05,0.010369202463928704
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2011,0.002731371333706527,0.3588936793162841,0.9330943857739556,0.004635054384471682,0.00028969089902948015,0.0024830648488241157,0.0,0.00012415324244120579,0.02224826104546408
1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2011,0.0010706343734301965,0.1859814831453939,0.9825227624586428,0.0015500228988467024,7.989808756941766e-05,0.0010386751384024295,0.0,3.195923502776706e-05,0.007434655176148103
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1,2011,0.009909130788885247,0.9976382198672938,0.0,0.013843638602119096,0.0018943926508162975,0.002914450232025073,0.0,0.0007286125580062683,0.06644946529017166
0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.002149375128939127,0.3653245084618733,0.930741731559017,0.0031773371471274046,0.0005295561911879008,0.0,0.0,6.230072837504715e-05,0.015583101606601002
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2,2011,0.001088314536239864,0.04007563930643825,0.999195371258194,0.0009963442937407207,0.00044452283874585997,0.0004138660912461455,0.0,1.532837374985724e-05,8.330212378546792e-05
0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.0026712462316339906,0.09096159926968377,0.995781234125782,0.002374441094785769,3.7100642106027644e-05,0.0017437301789832993,7.420128421205529e-05,3.7100642106027644e-05,0.011397317254971692
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2011,0.010651792158806375,0.9894887777405851,0.0,0.015175155952272095,0.004377448832386181,0.0004377448832386181,0.00014591496107953938,0.0007295748053976969,0.14334680129544955
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2011,0.0009761380615791108,0.06562288014892212,0.9978241558120304,0.000857418567603273,6.5955274431021e-05,0.0008969917322618855,3.95731646586126e-05,0.0001187194939758378,0.006170823464824
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.0018787000785120422,0.21521398482895399,0.9765232514761794,0.001828601409751721,0.0006763320282643352,0.0009518747064461013,0.0,5.009866876032112e-05,0.00877728676680826
